رزیدنت_ایول	توسعه‌دهنده	کپ‌کام
فرانک_دریک	دانشگاهی_discipline	اخترشناسی
محمدرضا_شجریان	شغل	آهنگساز
استرالیا	لنگuages_type	زبان_رسمی
جوزف_وارن	تابعیت	ایالات_متحده_آمریکا
رابرت_لفکوویتس	معروف_for	گیرنده_جفت‌شونده_با_پروتئین_جی
فرماندار_کل_استرالیا	سبک	بسیار_محترم
ونجو_مره	نوع_حاکمان	شهردار
قطب‌الدین_حیدر_تونی	دین	اسلام
یوری_سمین	موضوع	مربیان_باشگاه_لوکوموتیو_مسکو
بهران	سال_تولید	1335
مگان_فلنباک	محل_اقامت	کانادا
پال_توران	محل_تولد	مجارستان
دی	درfluenced_by	ایفل
میزیل	رهبر_title	شهردار
دنیای_ترانه_یخ_و_آتش	سازنده	جرج_آر._آر._مارتین
کل‌کل	توابع	سنقر
محمدرضا_عادلخانی	محل_تولد	تهران
قائم‌آباد	توابع	شهرستان_بوئین_و_میاندشت
هاشم‌آباد	بخش	شهرستان_سبزوار
جنگ_روسیه_و_ژاپن	مکان	دریای_زرد
شرکت_بهره‌برداری_نفت_و_گاز_گچساران	محصول	گاز_طبیعی
حسین‌آباد	توابع	باشتین
امیر_امینی	تیم	باشگاه_بسکتبال_دانشگاه_آزاد_تهران
فرمانده_کل	جنگs	جنگ_داخلی_سوریه
دانشگاه_علامه_اقبال	رسمی_school_colour	سفید
حزب_کارگر_استرالیا	رنگ	سرخ
سامسون	نوع	کد_پستی
مت_جنتری	محل_اقامت	برنابی
جمهوری_دومینیکن	پول	پزو
سراجه	بخش	شهرستان
پرویز_صیاد	محل_تولد	لاهیجان
والابی_خرگوشی_نواردار	خانواده	درازپایان
دانشگاه_نیوهمپشر	نوع	ناو_سرفرماندهی
خرس_کوچک	صور_مجاور	اژدها
چشمه	منطقه	ایواوغلی
کالج	توابع	شهرستان_نوشهر
کرفستان	توابع	شهرستان_رودسر
استان_خوزستان	مرکز	اهواز
موریس	بنیانگذار_date	1945
سول_کالیبر_3	گونه	بازی_مبارزه‌ای
خیرآباد	بخش	شهرستان_بافت
لهجه_تهرانی	سد	زبان‌های_هندوایرانی
مائدا_ماتسو	کودک	مائدا_توشی‌ناگا
باشگاه_فوتبال_چلسی	جفround	لندن
فانتازیا	نویسنده	جو_گرانت
منبت‌کاری	تولید‌کننده	منبت‌کاری_ملایر
باشگاه_فوتبال_شاهین_آسمایی	نام	باشگاه_فوتبال_شاهین_آسمایی
سیسکان	منطقهٔ_زمانی	ساعت_رسمی_ایران
مرد_سیندرلایی	بازیگران	بروس_مک‌گیل
اسلو	منطقهٔ_زمانی	زمان_اروپای_مرکزی
فیروزی	توابع	مرودشت
آتکا،_آلاسکا	حرفo_named_since	شرکت_شهردار
سرزمین_باسک	منطقهٔ_زمانی	زمان_اروپای_غربی
ماتاگوژی	ناحیه_زمانی_۱	زمان_اروپای_مرکزی
دهستان_الوند	منطقه	شهرستان_خرمدره
فریدریش_هاینریش_یاکوبی	اصلی_interest	متافیزیک
یورو	لوگو	نماد_یورو
باشگاه_فوتبال_نومانسیا	تأسیس	1945
آبشار	بخش	شهرستان_هفتکل
دانشگاه_محقق_اردبیلی	موقعیت	اردبیل
سنجدوئیه	بخش	شهرستان_سیرجان
آوگورو	نوع_حاکمان	شهردار
باشگاه_فوتبال_تراکتورسازی_تبریز_در_فصل_92–1391	مدیر	محمدحسین_جعفری
دوچاهی	منطقه	شهرستان_کهنوج
حجت‌آباد	روستا	شهرستان_کرمان
نوآم_چامسکی	تأثیرگرفته_از	برتراند_راسل
مورد_صحرایی_قرمز	راسته	خلنگ‌سانان
سلیم_یکم	لقب	فهرست_سلاطین_امپراتوری_عثمانی
برایان_گریزر	شغل	تهیه‌کننده
چیستوچینا،_آلاسکا	است_،_part_of	ایالات_متحده_آمریکا
تقی_ظهوری	محل_دفن	کرج
هاینریش_اوتو_ویلند	محل_تحصیل	دانشگاه_لودویگ_ماکسیمیلیان_مونیخ
کومی‌اویاترنس	مقر	سیکتیوکار
ساتم_الغ‌زاده	محل_مرگ	دوشنبه
ترافیک	سال_تولید	2000
جیمز_مک‌گیل_بیوکنن	زمینهٔ_فعالیت	قضیه_انتخاب_عمومی
واربره	نوع	کشور
اسلحه	ناشر	اکتیویژن
دانشگاه_بحرین	نوع	دانشگاه_دولتی
مخروطیان	توصیف_تصویر	کاج_مطبق
دنیای_آب	بازیگران	جین_تریپل‌هورن
دهستان_آبگرم	بخش	استان_قزوین
جدید_Haven	منطقهٔ_زمانی	منطقه_زمانی_مرکزی
آنومالی_نازلو_2	محصول	طلا
درازپایان	ردهٔ_زیرطبقه‌‌های_آرایه‌شناختی	سرده
بلژیک	لنگuage	زبان_فرانسوی
فلوریندا_چیکو	موضوع	مقاله‌ها_با_اچ‌کاردها
استانیسلاو_اوستروفسکی	ملیت	لهستان
قونیه	نوع	فهرست_شهرهای_ترکیه
احمد_تفضلی	ملیت	مردمان_ایرانی
قنات_کلاته_نظر،_درمیان	کشور	ایران
ابوذریه	روستا	شهرستان_جیرفت
اندیس_سنگ_گچ_3343	نوع_ماده	مصالح_ساختمانی
آلفرد_مارشال	محل_تولد	لندن
دانشگاه_غیرانتفاعی_صنعتی_مبارکه	تأسیس	1372
یادگار_عزیزی	شغل	معمار
حبیب‌الله_داوران	حزب	حزب_ایران
پولک‌داران	وضع‌کنندهٔ_راسته	1811
کله‌هرمی	اولین_حضور	سایلنت_هیل_2
لویی_ژرمن	جانشین	شارل_فربه
اوماگوما	ناشر_موسیقی	ئی‌ام‌آی_رکوردز
جی_بوتروید	تیم	باشگاه_فوتبال_کونسادول_ساپورو
گوگل	زمینهٔ_فعالیت	اینترنت
دمبل	بخش	قارچ‌های_کیسه‌ای
کنگره_ملی_خلق	مکان	تالار_بزرگ_خلق
لیگ_برتر_فوتبال_برزیل	موفق_ترین_تیم	باشگاه_فوتبال_پالمیراس
امیر_آقایی	ملیت	ایرانی
روبرت_لواندوفسکی	موقعیت	مهاجم
زادی_اسمیت	درfluenced_by	چارلز_دیکنز
پادشاهی_داراب	موضوع	جنگ
میدان_نفتی_سوسنگرد	شریک_زندگی	شرکت_ملی_نفت_ایران
در	جفarrison	فلوریدا
جیمزتاون،_سینت_هلینا	مرکز_شهرستان	جزیره_آسونسیون
رابرت_لنزا	درfluenced_by	بی‌اف_اسکینر
دولت‌قلعه	بخش	زیویه
سید_محمود_حسینی_شاهرودی	محل_تولد	ایران
نادر_سلیمانی	سبک	کمدی
هایدن،_آیداهو	نوع	زیپ‌کد
تازه‌کند	روستایی_district	تازه‌کند
اسپکترومتر_جرمی	سال_تولید	1886
یانیتسا_کوستلیچ	نظم	اسکی_سرعت
سلامت‌آباد	بخش	شهرستان_فسا
تامی_آلدریج	شهروندی	ایالات_متحده_آمریکا
شیزوکا_آراکاوا	ترکیبی_date	بازی‌های_المپیک_زمستانی_2006
عرب_آیدل	کشور	جهان_عرب
لیک_سیتی،_مینه‌سوتا	نوع	زیپ‌کد
کریستین_واگنر	شغل	تدوین‌گر
سید_برت	سبک	سایکدلیک_پاپ
قنات_بیدر،_سربیشه	استان	استان_خراسان_جنوبی
خواجه_علی_سیاهپوش	مذهب	اسلام
مکی	روستا	شهرستان_بم
مولخو	منطقهٔ_زمانی	زمان_اروپای_مرکزی
کهریز	بخش	کوهسار
اندیس_آنومالی_اسپهرود	محصول	طلا
اوزان_گوون	محل_اقامت	استانبول
عرب‌خیل	روستا	شهرستان_ساری
بهرام‌آباد	بخش	گنبد_کاووس
سلیمان_یکم	فرزندان	شاهزاده_محمد
مهاب_قدس	مقر	تهران
اکسیژن	مجری	ژان_میشل_ژار
جرالدین_چاپلین	از_رویent	چارلی_چاپلین
کوئول	فهرست_زیرطبقه‌های_آرایه‌شناختی	کوئول_شمالی
جکی_چیانگ	منشاء	هنگ_کنگ
جف_لین	ساز	فندر_استرتوکستر
قنات_پیرگزان	بخش	بخش_مرکزی_شهرستان_سراوان
کرک_داگلاس	کودک	مایکل_داگلاس
کافی‌آباد	منطقه	شهرستان_نائین
پنیامیرا_باخا	رهبر_party	حزب_مردم
محمدرضا_مهدوی_کنی	فرماندهی	کمیته_انقلاب_اسلامی
شیرخان	بخش	شهرستان
کالدساک،_آیداهو	ناحیه_زمانی_۱	منطقه_زمانی_اقیانوس_آرام
جف_لین	گونه	پراگرسیو_راک
نصرت_ایراندوست	مدیر_club	باشگاه_فوتبال_شهرداری_بندرعباس
رواتهی	موضوع	انبار_رده_با_پیوند_محلی_مشابه_در_ویکی‌داده
ناقوس_جدایی	تهیه‌کننده	باب_ازرین
لشکر_فاطمیون	هم‌پیمان	لشکر_زینبیون
بهجت‌آباد	بخش	شهرستان_بافق
تیم_ملی_فوتبال_زیر_20_سال_اوکراین	ارتباط	فدراسیون_فوتبال_اوکراین
اینترکنتیننتال	دفتر_مرکزی	بریتانیا
منگلوب	نوع	کابوشیکی_گایشا
سیم‌لخت‌کن	طبقه_بندی	ابزار_دستی
استافیلوکوک	حرفubdivision	استافیلوکوک_وارنری
آینده	ناشر_موسیقی	کلمبیا_رکوردز
فرودگاه_پوشکین	مکان	سن_پترزبورگ
مارشال_مترز_ال‌پی_2	ناشر_موسیقی	شیدی_رکوردز
گئورگ_ویلهلم_فریدریش_هگل	درfluenced	اشتراوس
گوتیک_راک	موسیقی_fusion_genre	دارک_ویو
کالیان	جفovernment_type	شرکت_شهردار
مرادآباد	توابع	فیروزآباد
دولپه‌ای‌های_نو	حرفubdivision	میخک‌سانان
ابراهیم_حاتمی‌کیا	شغل	تدوین‌گر
استان_راونا	منطقهٔ_زمانی	زمان_اروپای_مرکزی
هالک-دخت	ناشر	مارول_کامیکس
تیم_ملی_فوتبال_رواندا	اولین_حضور_در_جام_منطقه‌ای	جام_ملت‌های_آفریقا_2004
باشگاه_فوتبال_چلسی	تاریخ_تأسیس	1905
چم_قلعه	روستا	شهرستان_کوهرنگ
کاتیوشا	استفاده_کردنd_in_war	جنگ_ایران_و_عراق
آرتور_دون	موقعیت	مهاجم
فیلیپ_هموند	سلف	جرج_آزبرن
سوزان_کالینز	محل_تولد	کنتیکت
قاسم_حاجی‌زاده	زایمان_date	1326
اندیس_باینوج	محصول_type	مصالح_ساختمانی
گئورگ_فن_هرتلینگ	محل_تحصیل	حزب_مرکزی_آلمان
انتقام‌جویان	اعضا	نقره_سریع
پرسوراخ	بخش	شهرستان_باغ‌ملک
فرماندار_کل_استرالیا	مرورگر	پادشاهی_استرالیا
پنگوئن_وایتاها	پناهگاه	طنابداران
شرکت_کشتیرانی_دریای_خزر	سال_تولید	1372
اتحادیه_قبایل_ماد	استان	استان_زنجان
جمهوری_اول_فرانسه	قبلی	فتح_باستیل
زبان_ترکی_کارامانلی	خانوادهٔ_زبانی	زبان_ترکی
کنسانتره_سرب	تولید‌کننده	سرب_و_روی_اصفهان
ماکس_وبر	نهاد	دانشگاه_لودویگ_ماکسیمیلیان_مونیخ
جام_خیریه_انگلستان_2003	رویداد	جام_خیریه_انگلستان
یحیی_خان	محل_تولد	منطقه_پنجاب
سعدی	گونهٔ_ادبی	سبک_عراقی
هرمان_موس	محل_مرگ	گوتینگن
بخش_بیلوار	مرکز_شهرستان	قلعه
استانبول	رهبر_party	حزب_جمهوری‌خواه_خلق
دونا_لی_ونرستورم	شنا_style	کرال_پشت
هانس_رایشنباخ	مکتب	اثبات‌گرایی_منطقی
فرودگاه_بین‌المللی_وین	شهر	اسلواکی
الیزابت_وارن	شغل	سیاست‌مدار
فولرتون،_کالیفرنیا	عنوان	نام_اهلیت
یازی‌بلاغی	توابع	زیویه
کناردان	منطقه	شهرستان_جهرم
ایندی_فولک	ریشه‌های_سبکی	ایندی_راک
فرودگاه_بین‌المللی_امیلکر_کبرل	مکان	کیپ_ورد
گودو	شهرستان	توئسه
والتر_کوهن	معروف_به	نظریه_تابعی_چگالی
ابوالفضل_حاذقی	محل_تولد	ایران
شینوبو_هاشیموتو	شغل	تهیه‌کننده_فیلم
زبان_پشتو	قومیت	پشتون‌ها
بخش_چاه‌ورز	شهرها	چاه‌ورز
هاشم‌آباد	روستا	شهرستان_حاجی‌آباد
CN_Barcelona	سال_تاسیس	1907
تجنک	روستا	شهرستان_آمل
رخشانی	بخش	شهرستان_زابل
نایلز	نوع	زیپ‌کد
سی._اس._لوئیس	ادبی_genre	خیال‌پردازی
دانیل_پانابیکر	شهروندی	ایالات_متحده_آمریکا
امیر_قلعه‌نویی	تیم‌های_مربیگری	باشگاه_فوتبال_ذوب‌آهن_اصفهان
فدشک	ناحیه_زمانی_۱	ساعت_رسمی_ایران
کارل_گوستاو_یونگ	تأثیرگرفته_از	آرتور_شوپنهاور
کوبا	دامنه_اینترنتی	.cu
رحمت‌الله_بدیعی	ابزار	کمانچه
یه_بطری_باز_کن	هنرمند_موسیقیدان	امینم
پی‌اچ‌پی	از_رویadigm	برنامه‌نویسی_شیءگرا
نوتوس،_آیداهو	بخشی_از	ایالات_متحده_آمریکا
آلونیت	پاراژنز	ژیپسیت
ایلین_چاو	محل_تولد	تایوان
صابون_ضد_جوش	سال_تولید	1882
کنداب	منطقه	شهرستان_کردکوی
کانالس	ناحیه_زمانی_۱	زمان_اروپای_مرکزی
زیتون،_مالت	عنوان_حاکم	شهردار
نی_کوانگ	نمونه‌ای_از	نویسنده
الیاس‌آباد	بخش	شهرستان_دره‌شهر
لیگ_برتر_فوتبال_انگلستان_01–2000	قارهalcup1_qualifiers	باشگاه_فوتبال_منچستر_یونایتد
ان_مری_دلوئیس	محل_تولد	کانادا
همت‌آباد	روستا	شهرستان_بروجرد
